family	Run01_soil_barcode01	Run01_soil_barcode02	Run01_soil_barcode03	Run01_soil_barcode04	Run01_soil_barcode05	Run01_soil_barcode06	Run01_soil_barcode07	Run01_soil_barcode08	Run01_soil_barcode09	Run01_soil_barcode10	Run01_soil_barcode11	Run01_soil_barcode12	Run01_soil_barcode13	Run01_soil_barcode14	Run01_soil_barcode15	Run01_soil_barcode16	Run01_soil_barcode17	Run01_soil_barcode18	Run01_soil_barcode19	Run01_soil_barcode20	Run01_soil_barcode21	Run01_soil_barcode22	Run01_soil_barcode23	Run01_soil_barcode24	Run02_soil_barcode01	Run02_soil_barcode02	Run02_soil_barcode03	Run02_soil_barcode04	Run02_soil_barcode05	Run02_soil_barcode06	Run02_soil_barcode07	Run02_soil_barcode08	Run02_soil_barcode09	Run02_soil_barcode10	Run02_soil_barcode11	Run02_soil_barcode12	Run02_soil_barcode13	Run02_soil_barcode14	Run02_soil_barcode15	Run02_soil_barcode16	Run02_soil_barcode17	Run02_soil_barcode18	Run02_soil_barcode19	Run02_soil_barcode20	Run02_soil_barcode21	Run02_soil_barcode22	Run03_swab_barcode01	Run03_swab_barcode02	Run03_swab_barcode03	Run03_swab_barcode04	Run03_swab_barcode05	Run03_swab_barcode06	Run03_swab_barcode07	Run03_swab_barcode08	Run03_swab_barcode09	Run03_swab_barcode10	Run03_swab_barcode11	Run03_swab_barcode12	Run03_swab_barcode13	Run03_swab_barcode14	Run03_swab_barcode15	Run03_swab_barcode16	Run03_swab_barcode17	Run03_swab_barcode18	Run03_swab_barcode19	Run03_swab_barcode20	Run03_swab_barcode21	Run03_swab_barcode22	Run03_swab_barcode23	Run03_swab_barcode24	Run04_swab_barcode01	Run04_swab_barcode02	Run04_swab_barcode03	Run04_swab_barcode04	Run04_swab_barcode05	Run04_swab_barcode06	Run04_swab_barcode07	Run04_swab_barcode08	Run04_swab_barcode09	Run04_swab_barcode10	Run04_swab_barcode11	Run04_swab_barcode12	Run04_swab_barcode13	Run04_swab_barcode14	Run04_swab_barcode15	Run04_swab_barcode16	Run04_swab_barcode17	Run04_swab_barcode18	Run04_swab_barcode19	Run04_swab_barcode20	Run04_swab_barcode21	Run04_swab_barcode22	Run04_swab_barcode23	Run05_fecal_barcode01	Run05_fecal_barcode02	Run05_fecal_barcode03	Run05_fecal_barcode04	Run05_fecal_barcode05	Run05_fecal_barcode06	Run05_fecal_barcode07	Run05_fecal_barcode08	Run05_fecal_barcode09	Run05_fecal_barcode10	Run05_fecal_barcode11	Run05_fecal_barcode12	Run05_fecal_barcode13	Run05_fecal_barcode14	Run05_fecal_barcode15	Run05_fecal_barcode16	Run05_fecal_barcode17	Run05_fecal_barcode18	Run05_fecal_barcode19	Run05_fecal_barcode20	Run06_fecal_barcode01	Run06_fecal_barcode02	Run06_fecal_barcode03	Run06_fecal_barcode04	Run06_fecal_barcode05	Run06_fecal_barcode06	Run06_fecal_barcode07	Run06_fecal_barcode08	Run06_fecal_barcode09	Run06_fecal_barcode10	Run06_fecal_barcode11	Run06_fecal_barcode17	Run06_fecal_barcode18	Run06_fecal_barcode19	Run06_fecal_barcode20	Run06_fecal_barcode21	Run06_fecal_barcode22	Run06_fecal_barcode23	Run06_fecal_barcode24	Run07_fecal_barcode09	Run07_fecal_barcode10	Run07_fecal_barcode11	Run07_fecal_barcode12	Run07_fecal_barcode13	Run07_fecal_barcode14	Run07_fecal_barcode15	Run07_fecal_barcode16	Run07_fecal_barcode17	Run07_fecal_barcode18	Run07_fecal_barcode19	Run07_fecal_barcode20	Run07_fecal_barcode21	Run07_fecal_barcode22	Run07_fecal_barcode23	Run07_fecal_barcode24
Bartonellaceae																											20.13009644264272					13.259127842820204																																																																																																																				
Bdellovibrionaceae	13.021115357941413		15.0	21.01346713915381			23.0				13.000000000000002	28.99017996919481		13.0	43.99999994542061							19.0	13.0		25.00000000000029		33.999999995761854	21.00000063895565						14.976210982467151	18.254767580975056	16.990611324345416	92.94399294249652	16.0	13.0			14.000000197683024			12.000822880825059																																																11.0																																																							
Beijerinckiaceae												56.87185822969627		22.668969495376267	38.740188152213705					14.99476014547125		18.999997661967797	20.42109157625519																13.0			17.950886752875352		29.039613129127055																																					22.971370863304553							31.0																																														20.938138048131126										14.196819164102955				
Beutenbergiaceae																																																						1.0																																																																																														
Blastocatellaceae	190.00000000000006	342.0000000000002	108.99999999999999	404.9999999999997		395.9999999999999	183.02116714681264	159.00000000000006	335.00000000540757	48.0	212.0000000000608	364.99999999999994	40.000000000000014	139.0	344.0000000000043	308.99999999999994	125.99999999999997	356.83620849399097	663.0493038283806	501.00000000083355	171.70157544412191	322.9999999999999	176.00000000000992	175.99999999999997	346.0000082986413	167.0	286.0	452.00000000000006	75.0	51.0	67.00000000000001	96.0	137.0	226.99999999999994	285.9999999999999	215.00000000000009	950.0704967996718	349.0	139.0	395.00000000000006	130.00000000000003	435.0000000000374	168.00000000022425	370.0	304.00000000000006																9.0										74.0		26.0			57.0					35.0	43.0				17.0																																																														
Bradymonadaceae		33.99996696995562																																																																																																																																																		
Bradyrhizobiaceae	217.48928024311215	216.5442822951958	126.00000000000003	568.820534743889		720.8845765392215	973.9053181159038	200.41355765730123	363.22044342921106	158.00000000000003	506.2713609051483	1350.7048179934932	265.0001038158077	346.17305927129485	1698.1798940421393	917.458112079182	75.00000001075792	659.843353360492	213.15570976070137	295.4061929277182	970.0637480582507	679.4358262866692	2461.118794819998	1579.2433658436894	294.6353456183788	146.00000002752483	325.79551969441536	1032.0145544532106	125.9440379126357		47.0	143.1597627480454		237.08529469726923	116.38634891919405	318.0042481323477	603.8977374752184	211.54474689828064	308.58541541757074	262.14850779087953	115.00358046878283	457.6394182540846	236.45209040609586	379.32178572083234	1100.4814927036464																																				256.38369588683554	10.623309361646454										21.0																																										100.06186195186896										164.4074642269432				
Brevibacteriaceae																																															2.0							4.000000000000001			98.00000000000001					66.0									26.0					611.9999999999997	16.0			25.0	12.0	49.0	159.0000000000001				17.0	86.00000000000003			25.0																																																									
Brucellaceae											110.99950257933021				26.651655707138577			65.0					17.49050649874609	32.454038556260784		13.808782955127564	18.31636254750797	42.55557744349996						18.75367210954745	12.29071676068652	47.20327583815204	15.117181989590865			26.012897084591422					30.000000004800068																										15.999999999999998																																																																													
Bryobacteraceae		16.91274949799319		11.993924414059643					25.093581661117206											10.802409476167943		24.71184152062998	16.86324172791684	12.489413417620142								13.03867552695473		34.41293609144827		12.341500487576495	19.240913507767868			15.110205137027695																																																																																																												
Budviciaceae														73.99999995883485																																																																																																																																						
Burkholderiaceae	189.52712834718923	270.7987876201461	55.882431911761664	139.70383458137886		436.54693327290113	148.92818876037308	218.49953273610623	647.7422637264461	17.621669783203746	257.3752359713761	425.1702852191981	22.110646384873174	328.28597532890143	309.43776054779255	185.05482458494913	177.7541935614373	168.35770063991905	363.0903637644541	491.27333682257756	29.1648655365374	240.70215422346826	144.17287416787	145.53122098981106	622.9385525914039	249.12504795997944	1054.0259324143717	207.18257742792593	85.88379221035133	42.999999636201565	29.146529007504782	262.6528251337885	122.49820870583459	553.2676371941894	432.150674393913	572.8505491438223	584.3845879043354	267.9243621872412	60.343917764961816	543.9185862135812	158.57354502190293	443.5922727207172	244.40936144162532	137.01255154651363	95.81521145726829									1.0				19.0													56.0		15.0	13.000000000000002		15.001553008210447					60.0							13.0			12.0																																																						81.00103810622207			
Caedimonadaceae				11.106806078040929			13.949383283149777									21.31154394965393								12.891148554231453			23.00000000001336									16.000298856148017	20.0							18.997196929553493																																						21.0																																																																		
Caldilineaceae	48.00000000000001	37.00000000000132				60.99936805080772	25.0	25.036717439828692	54.00000150888539		41.99999703528401	244.99151823564975		26.00000003860965	146.82488012575737	36.00000000000081		26.0	41.0	43.00000000000495		40.00000000000001	23.0	25.0	77.01065204701243	19.0	41.09922616815597	34.16128757527714	20.0				23.0	48.0	30.000000000000004	44.0	123.99999992370643	35.0		35.028798370009376		62.01794058673612	30.174549089463387	35.00000000036928																																																																																																								
Calotrichaceae	81.65553766534462	126.90717585410783	64.89379852374245			73.97543845263678		25.501484411661714	89.73900857738907		168.04584853551634	144.4500767685192		96.59861620808627	175.2564219914699	38.657180717597626		250.0754457280326	86.51704970598865	114.21188951192768	45.943837460216635	210.15677485656295	80.90701036327432	48.849007949441734	72.18947811728452				24.0		36.59690150806604	254.93997697002595	20.888389052650094		102.37838396765162	14.702658951199755	81.96101964066031	33.0	26.00073648789043	37.0		166.00368215292468	79.36058302706884	77.6171984910073										0.9999999714432112																	123.7902403283459		19.0			59.47436399804713			17.420769595829086		61.64134451902986		57.50006638039819	37.98228046701879																																																																
Campylobacteraceae																																																		29.0				1.0				82.0				403.0		180.0		112.0					24.0	49.0	15.999999999999998			136.0	16.0				587.0		25.0		60.0			15.999999999999998						362.99999999999784			22.0							29.0					63.0			30.0		125.99999999999956	35.0			64.0	584.0000000000634			81.00000000000001					254.99712826506408					1032.0	9402.648161517205	12.0					18.0		56.76909463670161				570.537105325132	16.002295750158012		318.99999973171737
Candidatus Babeliaceae				13.0					12.0			17.0								12.0				11.0	16.0		50.0	15.0	31.0		16.0	17.0				38.0	37.0			27.0		20.0	23.0	13.0																																																																																																								
Candidatus Brocadiaceae	23.998723367688985	25.0000000000005		22.9999622358372		28.999997686095554	31.635110473875212		86.31435904416634		19.99519809736764	22.00000000102913			41.92558792484943		29.999999999998394		36.999999999999744	41.94765645210098		24.000002212692397			25.846657868723288		36.00080302761404	26.29385360541236						43.678020817899764	22.000000130647386	32.26797498310366	13.999995765760545			44.700438576721794		49.00312038038572	33.00000000162353	37.16668766463192																																																																																																								
Candidatus Competibacteraceae																																				14.003796118871513																																																																																																																
Candidatus Midichloriaceae																																																																																	18.831661049840623																																																																			
Candidatus Paracaedibacteraceae				12.999999946755375							16.0	13.00990329166148							11.998740796007874				14.999989767454894						18.999999204107393								20.999997393045522							42.00016144269457	18.0																																																																																																							
Cardiobacteriaceae																																																										49.0																							18.0																																																																32.99999999999999			
Carnobacteriaceae		27.0																																													109.0	33.0	124.0	734.0		305.0	668.0	2.0		1605.0	820.0	606.0				3028.0	267.0	212.0	258.0	2955.0	5679.0		31085.000000004213	1.0	88120.34202530773	1137.0000000000002	290430.00007944263	112.0		198.0	2.0		2044.0	14.0	4242.0	747.0	8313.0	30.0	89.0	1184.0	3838.0	15171.0	4047.0		20.0		129.0															15.999999999999998				128.0													11.0																				1443.3679448701246			
Catabacteriaceae														28.159404133827234																																																																											14.0					13.604373053276829		34.077162707172										12.273797249818982		20.161444680881466						22.731071158017283		17.50566184429018	21.745279362452397	93.39107999401458	62.21306404039108	29.49346882376959		42.154937261885244		30.612138131004013			283.4245296922482		16.06664376310522				23.52338859184829	36.111482675656966		134.91255697863969	42.2374689024049		27.25333759991209				41.65207070022819	54.08680972993335		31.77759784756453		43.87730816882018
Caulobacteraceae	68.0	183.99999999993116	163.0	363.2822036955341		331.0967875745202	223.99999999999997	41.0	157.16506414738365	107.00000000000001	891.9563628611704	338.91620972363893	51.0	431.82880756583535	492.44259534685585	316.00565163039	20.0	215.0000979011458	336.88448999843285	218.9999985081877	330.5152542248866	181.00052019117368	755.6570066723065	447.0839944340568	130.00764929512127	244.0	248.0	506.0691261012282	273.0000093370457	19.0		122.0	35.0	76.0173717173302	40.999983766513985	386.99009169148906	469.1889872510791	49.0	83.98748044299677	93.00012845449982	166.99999999999577	133.6353918418547	84.0	390.1615130147178	1283.0560205106874					11.0					2.0																					18.0	3.0				677.8373316289584	16.393087608363068	95.0	38.0					10.0																																																											
Cellulomonadaceae																																																																													3.2482892143303532																																																																							
Cellvibrionaceae		133.32467909823998	146.13631995796885	114.00007036983351		50.55995058222639			22.11950796682683		184.45832028045444			412.29306801342	21.999997227016603	19.0		99.99999999999999	386.9195486306229	56.0		33.000000000591925				228.5411832639292	258.99999999999943		289.3630135294829	108.0	10.0	139.00003061665348	83.99934221390626	66.21680252896147	81.97519623851719	560.9891701350667	142.22819643551287				177.4424424846201	23.994991178654512	44.00000027477898	370.7870005618776	122.03398954713404																															14.0																																																																								
Chelatococcaceae						12.578416516032664						71.32500207253669			130.03445106419662					20.626946113999747																			26.277390539517068																																																																																																													
Chitinophagaceae	1560.0000000197622	1724.114076502558	969.0	1116.0	85.0	4227.990327139321	2762.999999999998	1146.0	3046.999999956589	1237.0	2514.999979464136	2354.0565560613745	720.0000000000001	2189.00000634724	1936.9958546881944	3132.999999999956	899.0000000000002	3545.99999998213	3772.9999999997203	2859.9999999999995	1874.000222012101	3909.999999999999	4381.0279286867935	4550.438969582737	2785.0229128810506	1535.99999901845	1504.3991547305316	1995.0000000998393	878.9984420309388	174.0	382.0	1046.0000000000189	631.9999999999493	1378.0250716394742	863.9746170448188	1247.9938328454791	2765.9923927088103	1447.015398613197	1019.9999999999997	953.0000007870052	1495.0140009287554	2610.0000500425494	1947.9993519160264	2342.112478346266	2492.0330978887805									1.0		14.0															204.00000000000006		153.0			206.0		11.0	16.0		304.99999999999994	49.0	48.0	75.00000000000001				19.0			17.0	11.0																																																								
Christensenellaceae														228.8407696919494																																								1.0																		200.0				12.0																		313.86376249541115	22.0	36.92284183694646	79.00004232730454	81.99999999147023		66.0005250126159	101.69110695743277	66.76944973831482	59.00177745311583	19.07942040349938	15.999999999999995	577.1688007047071		348.8385453923657	21.0	19.00133943721188	103.00015291240082			159.24471469921863	58.23525888420616	271.4879002778167	325.97477515268633	500.49323444104755	1168.284821125359	704.6455079350615	85.77020861428416	366.2636207150948	72.00000368352497	90.63312280397216	14.002573242925108		2150.35861843581		173.93844614250867	186.83888604344455	49.710864822642336		358.55962325744235	1021.896136844018	103.09505373779848	2591.262831834787	676.6335245387988	62.004937879279396	133.57069887458408	332.50653805354585	118.00000035413649		350.1743800017557	539.56593862087		619.8748325856984	37.0	810.2372418648978
Chromatiaceae		139.0		10.0																					30.0		19.0		397.23926763814137	18.0		16.999999999513527		13.0	33.000000686613866		30.0				248.00000000000006																																			57.0					69.0		40.99999999999999	209.99999999999997																																																																
Chromobacteriaceae																																		179.00000000000003																																																																																																																		
Chroococcaceae			35.26728254274773	55.033764703240784			54.981476628386424			15.117416595114836	42.62192975289321		16.71896980383109	42.33202411205611		226.53758491548228		151.42876581790262	22.011218461634652		151.15774285025685		142.8490436980095	99.16308378908131		18.98559657912782	26.550009979756137	32.649765929939406				115.81557361245248			116.96420601803749	60.772736490192855	142.81974985702874							14.702526722723048	49.9104445672844									23.0				18.02772816383597													53.57860035303428					14.744660379756207		16.0	13.0	40.0	65.0			12.000000000000002																																																																
Chroococcidiopsidaceae		16.827024928007145									85.84779202185614	36.99451268456275		56.00137909918594	20.700674995923887	24.263524839926184			31.58850184499639	18.88522666964704	21.61618004301135		45.71693581269291	16.071223994638675								82.83964683502512			64.06767427354778	28.487700084134183	51.83819959867364							51.5040731890131	12.19032522562028									2.0003175726315425	18.0						25.0									3.0	29.43210341186892						14.0	28.000001292609774		15.0000000001016				13.017721220504274						10.999910247801989		18.03659292571242																																																								
Chthoniobacteraceae	51.00000264248416	55.450535922396575	113.87488713380944	75.00000000000806		63.00000000197383	21.00000000027439	37.0	54.031495147311496	16.0	110.00006687526329	485.9009826098439	14.0	47.0000041712886	190.95380042248055	41.0	14.0	37.999999889635184	51.00000000000066	50.99999920981225	35.0	143.15213203148795	108.70459178352623	103.00122585240734	106.0626182480248	20.0	205.91473879589984	77.90344407003727				12.000000000000005		33.002202455574434	30.122160158330328	44.732025441370965	70.98078114397028	40.81942469034104	92.03205543058571	45.01615856117353	18.0	110.61510451025649	31.00000344520812	58.00000000008203	50.71082489721746																										20.0		26.0								10.0																																																																			
Chthonomonadaceae		11.000000000026352		11.056159430652844		23.00015564308477	15.999999999999995		15.00385657297616		19.958591968034483	31.975490457574267		11.945026170374177	26.699167212803825	14.20628874867502			39.0082440997822	26.247197692918558		26.04312093640908	12.999999772593135		19.33033436294389			16.002098656519927									22.00000087503123	12.026351182022598		11.000001546464707		23.65654529241294		13.000746225539135																																																																																																								
Clostridiaceae	84.0	129.0		32.0					40.0		33.0			230.88332774858827	22.0	23.0			41.96013865634783	35.0	11.0	123.00000000000003	46.0		127.0	170.0		71.0	18.0											479.00005731155994	101.0	1153.9999999999993	24.0	47.0	34.0				26.0					1.0				110.99999999999999									15.000000000000002				255.7874777038715	13.0	26.0			55.0	1.0				71.00003768409144		130.0	69.0	16.0			56.0	14.0	15.000000000000002	12.0			460.5142963005371	252.16448577820836	5049.3919634224	341.54953567123744	866.7086073830725	488.0139362205531	771.253368633627	135.89056473065548	289.5117178704111	331.76691729186587	172.10159245076554	211.6539935115388	219.34602685149076	962.6524671146034	405.30160640839233	974.6988274083598	195.2272546000588	56.512586361531135	963.4809480805843		352.72366510884206	147.13525544790886	1362.4011642573819	647.9470676485123	444.5525211184132	880.4060099690358	602.9802112216942	179.37198415766255	261.56894172616614	191.70006083423615	882.5139864030106	193.56786357608738	1667.2885853824437	1729.23765749459	228.5505747541851	1063.1967095028829	347.5014815921705	261.54511206402293	321.9407071748872	137.94255187136682	3792.917548397292	569.3380198506751	2164.523877847691	687.3660803563615	361.21557438480824	687.1223158618847	827.7349477056536	613.2338612363965	2457.9958264461657	1022.6538875332546	3146.1982214370564	14.492777226902769	707.508701218252	1153.304796167272	2270.381694982828
Clostridiales Family XIII. Incertae Sedis														38.00000000001902																																																									36.01276769974007	29.0		30.0		12.0																		11.0	12.999999121018124	252.60644136758881									15.961964309606232		10.999999999991653	11.0	29.0			17.0					36.0141527321685	63.99999999999948	66.00000750781379		27.997845708973998					15.003679780872169	364.98828010800537		152.00000000004445	24.999945982921876			703.8921371213291	63.346863521186734	128.00007978773897	184.17528969987347			64.99999798440672	51.999997211376964	26.99999999999097		19.0	248.10421251521237	29.0	80.83055053592079		124.58909248472233
Clostridiales Family XVII. Incertae Sedis									49.04580115827895						44.86253475512284					27.050386172158042																	20.00144856467366			15.997872541808512																																																																																																												
Cohaesibacteraceae																																																																																	1588.7047715238082	25.38033023313716																																																										18.79667627648594								28.583035422872573
Coleofasciculaceae	45.12229033332636	75.11550069103028	27.788997129963892			68.99356978860496			42.458034763251604		39.597184506157845	101.79543251337758		33.43306341032887	52.04566539339033	16.655211615648906		79.52527239325333	27.245403829810325	42.219975322363936	13.133643439776652	67.60017478617212	14.59060282829809	30.103097812586213	51.88119025644753					13.001742859904947	18.287681492220052	130.6653458403812	26.423873547211414		72.47404202437973		32.22254224539773		15.720526120117626			79.4068427415763	17.343552423505994	32.82663703143157																											54.342388826083145								13.796199731344426	10.9999999998984			13.851923513863332																																																																	
Comamonadaceae	959.7900114400013	1709.5610748590507	683.0000538296765	2061.406082255652	131.0	4333.814390884746	2802.9091255511808	969.348565407217	1879.8708650062465	1251.5379968959273	3303.854056288854	1565.675682870528	843.9984091766225	2475.4645138933715	898.5277521209648	4315.661255767696	1348.243842600821	3219.665958524158	3664.849105052791	1688.217387313103	1468.161029890736	2325.166028019978	4372.361614499784	3564.0028496250784	1872.0425145977297	2580.9591606488398	1594.286244077142	1304.6432022077438	1257.0468201348572	971.8633349763356	393.2703747992729	1668.5731693566472	641.0000000002087	2355.2342462658175	1133.7458809129764	5515.540236522675	3861.1727073521347	575.9673866017272	414.33015949932627	1019.6010890591006	2157.56834113774	2432.8557810948137	2251.49248829198	3373.778862369281	2313.4277275748213							13.999999999999998		8.0	52.0			37.0	40.0		5.0	15.0							18.0		384.36839437356514	51.99999999999999	87.99999999999999	26.000000000000004		51.0	3.0	10.0			939.0567804980071	55.0	67.0						24.0		10.0	11.0	12.0																										22.0								32.0														13.000000058738713			19.0	41.999999997054296			
Conexibacteraceae									13.9732071322899		19.66296428530522	130.88795702882035			20.296188052364933																														18.381382232341984																																																																																																							
Coriobacteriaceae																																																																																																																																								42.0	10.999999480402709											
Corynebacteriaceae																																																	87.0	18.0							44.0	101.0	87.0			169.0			18.0	107.0	10.0	50.0	203.0		1761.999999999999		3515.0	26.0		52.0	8.0	47.0	118.0	36.0	2248.999999999546	81.0	214.0		24.0	35.00000000000001	146.99999999999997	882.0	469.0			63.0																																									20.0												20.0			
Coxiellaceae	67.0	12.0	20.0	62.99950304643831		48.11770874042503	34.54908587797584		82.13698575768743		65.0	159.9861380026841		27.997949672820738	65.03181614657002	63.0		27.000000000025878	61.738954267029044	14.000448068496652		63.001270700261436	61.76348770721769	53.83456109111015	109.20280424878825	72.98221974690114	146.1826962631379	108.53947509974951	67.00016442466034		19.00160870492604	42.557582478789755	18.0	156.9377472949105	37.569576019102286	95.36706988156793	256.3024524410864	12.0		112.32683096264124		67.5937020229614	41.84350875122873	14.999999999502233	42.005097312935845																																																																																																							
Crocinitomicaceae		32.99999999204553	15.0			15.0					32.0							25.0	29.0					13.0												63.000099088818594	26.632210080718203				29.000000000000004	18.79047697808853			23.146664456188674																																																																																																							
Cyanothecaceae	82.54520530340757					378.4750241395742			19.589377298612057			37.023895794844854			15.042432225802026	20.094360356130913		25.927249095676896			12.83762619102251	131.54189852444978	26.48939639150374	10.500188173729624	60.53272093837222									28.18955221697981				54.97943646263901				127.08893567205584	48.72653849765572				2.0																								19.100124494328462		17.01784923641541										37.00439773128251																																																																	
Cyclobacteriaceae	89.14340244645204	23.000000002293945	49.0	62.09646575948737		457.6478221373613	70.00000001712598	24.00000013354137	116.05623549215684	30.0	168.90218618957198	46.00000000546827	27.0	107.99925126051845	28.000000000043567	48.06545111794117	19.0	74.5465159159736	150.9229510314628	53.99970676277067	22.0	383.5919838687547	139.99862846919018	181.9992059936974	28.652873013277127	50.000455561738946	15.0	52.99994454564503	43.90214351890505			25.941925342720875		45.09746160019015	38.82640685028096	23.999228895873376	93.01162951814601	51.00000000000001	55.000000000000014	35.013364340531055	83.10727477872592	236.94509326513096	133.9879812765586	23.02067843964657																																11.0																																																																								
Cytophagaceae	38.85659755354796	21.0	20.0	118.90353424796874		157.24276834863147	13.99999998287402	11.0	42.00000000000156		184.03845469381304	27.0		77.00070954435614	68.0	130.99999999999994		171.45351744127177	69.08142245812815	68.00029323722971	14.0	41.00000035576713	66.00000008924265	59.000000014680055	207.42915962480848	134.01534380316565	22.0	67.00005545435498	126.09821895368194			135.0581659599913	32.0	86.86948395233847	52.96727794493241	304.0007711041266	143.0816988348988	12.0	28.0	21.99849781873336	86.8613472067984	86.92612523214936	36.0	107.97932156044132	180.99999999999997									1.0																	37.0										56.0		14.0																																																																	
Deferribacteraceae												12.999999999997893																																																																																																																																								
Defluviitaleaceae																																									32.0																																																																																																											
Deinococcaceae																																															2.0							1.0					16.0												33.0	10.0				12.0		39.0		11.0			23.0																																																																	
Dermabacteraceae																																															4.0										48.00000000000001					42.000000000000014									52.99999999999999					335.00000000000006					13.0	37.0	68.0				14.0	68.0																																																												
Dermatophilaceae																																																																																		20.0																																																																		
Dermocarpellaceae																																18.354802531492016																																																		11.0																																																																		
Desulfobacteraceae									28.898695979903174						17.860390262284017					16.887169613304156																						62.053206816854455																																																																																																										
Desulfobulbaceae				16.171711641464814					18.059968393850237										30.00001099546677									32.671329041263036							14.000000002547305	18.99998198634186																																																																																																																
Desulfohalobiaceae															11.509588738077454							13.270961498247676																				15.000274388238886																																																																																																										
Desulfomicrobiaceae									24.567555758239703			26.05221025723011			33.46425181107632					30.250448166494216								27.157737915698767										27.041501878083142				26.331542374281458	22.169060837475566																																																																																																									
Desulfonatronaceae									36.85505402605327													17.380730685358163																																																																																																																														
Desulfovibrionaceae												18.020912313918657			20.178289943053525					25.002757523628983																																																																													34.9999999776129							15.000000000533305				35.0										10.0		29.0												54.00000000000001			22.000000000000085	71.08398865466297	10.0		34.0	32.99999999999999				20.000058114483334		53.09205550383571		
Desulfuromonadaceae	90.34077990676161	117.60864851393994	15.770881845658932	301.927994662724		102.52980209283113	29.186874086942396	49.447299296649476	188.5972746400422		92.28426013714434	182.63814923316863	21.058439454802603	98.20469028725145	268.89517271984994	56.47469051204014		21.973650162042585	91.8430247604791	162.31459927770118	37.00062962283087	144.08258525925459	60.43909937048923	54.41302623921154	126.05373311107294	34.03997017293366	142.04078838534807	163.6091921457894						78.95466199150677	54.85081234912025	64.75742365771308	151.8578697948183	122.18198975228997	86.01356470571014	119.89196579273681	21.009576471997647	285.34107400389865	96.0188869813461	120.97545358629925	65.10816899363363																																																																																																							
Dissulfurirhabdaceae	28.98234806752154	37.05272089221757	19.999368118643254	31.17982889031391		25.545505980901407	23.27746688525522	16.999999002824833	47.389887893787346		30.67682814824741	32.02947582960914		12.32433344144197	38.86142390638502	18.47534662993728			24.02612860072711	36.6142374377581		20.078785589647428	16.776474402058746	21.598207561272012	19.49225334580481		34.60093053446714	50.623316321407735							16.977653634466755	24.86064739415279		27.006170916430577	28.89595169333937	22.85602199794255		36.0811378052457	31.526387082738268	27.20108571184292																																																																																																								
Ectothiorhodospiraceae	33.53100188997688	17.347956702181992	18.997133170167846	69.69487816080387		16.38073477573694		24.000002074249572	25.790456344803328		21.87675567404336	101.9482748386862		19.00004549113288	51.00000000000066	17.957852390011166	23.000000001456105		26.015500445291877	32.000000005428994					40.59598214105814	16.923485313129625	55.50804790110429	43.74954276790759	19.69854823077786			11.033485270083652		58.34265612335866	42.97299532552351	84.09025488074752	100.14180489771874	28.742090842642988		31.927070533790026		57.29080445966477	27.92415419043716	19.214653503874324	40.90740372245124																																																																																																							
Egibacteraceae						20.075407683073298			19.867723030761926		15.459079976716126	54.469927053997296		19.088784000480942						26.992151524918327		16.002935166516735			19.83333733067308												26.96855937790349																																																																																																															
Elusimicrobiaceae	11.0										16.0	21.00000005282994							14.000000000877433	15.248527646506055					13.001956180478238		10.999999760537328	13.999896702115269								12.000700078666613		10.0		15.99999999643994		12.093743189900575																																																																														22.0														22.0										179.98972128143336		22.999368401406013		
Emcibacteraceae						12.933118802471654								18.42787233310371		16.767576435378245																																																																	34.307067789145314																																																																			
Endomicrobiaceae	15.0	17.999975296589696		17.0		24.0			40.99999944127731			25.00161056310874		17.0					41.9999999995126	28.751472353493945		18.999996637668477			101.97691585569035	20.0	60.61252214202029	58.79762670908265			16.0		20.0	47.743159883071556	41.00574840523272	62.007572133011074	32.000016696237594	19.0	17.0	51.00000000355972		36.90625681116586	27.0																																																																																																									
Enterobacteriaceae											16.264354298327167			72.98653176530684				35.0											296.0				87.00000000000001	2835.0415069214578	57.0	30.0	85.97101431493996			20.0	69.0			137.99280734999166	12.0				95.0	15.999999999999998		162.0		1.0					265.0			62.0			21.0						151.99999999999997	2285.000000000002	4936.000000000078	275.99999999707376	26.0	107.00000000000001	56.0	1911.9999999999995	74.0	1123.0000000000011	309.0	550.0	231.99999999999994	228.0	626.0000000000001	76.0	380.0	127.0	23.0	15.000000000000002	41.0	66.0		95.0	2203.9063345622444	821.0023678799469	1109.0388583464141			276.99990208958883	435.9575909381934	66.00000000353634	271.99904242566885		234.78403535581575	1598.5400882405904	3217.8147237145777	606.0	911.0000000000164	25.0	9849.110011757308	1284.1836448232386		381.9999999947279		81.0	131.00016699299755	338.99986738527974	1151.9993177432816	58.0	72.0	1595.4824419469064	21.00862772947513	62.0	219.99999944577914	414.0000104012248	2736.938836301506	65.99978496025061	1313.693983626124	300.9933652187996	61.0	3470.0	468.0008360604789	82.99835600994089	703.2059857274423	1760.903693626891	364.0016235015875	83.97945643318425	12845.507209255215	62.269164734501025	1857.3530632193751	2206.6484476078817	128.00000002036964	1221.7052623200643		3187.828341374127	1596.1160049250354	
Enterococcaceae																																		19.0																		13.999999999999998										33.0									105.00009501584353	806.9999999999995				133.0						55.0	12.0													34.0	11.0			263.00822966182517		14.0									382.8269190061731					11.0									403.99999998798216	651.0000000017727				123.00000638201698	30.0					31.000000000166718			15.999999999999824		120.99999999999994			14.00000000000832	38.436217338077995			
