species	Run01_soil_barcode01	Run01_soil_barcode02	Run01_soil_barcode03	Run01_soil_barcode04	Run01_soil_barcode05	Run01_soil_barcode06	Run01_soil_barcode07	Run01_soil_barcode08	Run01_soil_barcode09	Run01_soil_barcode10	Run01_soil_barcode11	Run01_soil_barcode12	Run01_soil_barcode13	Run01_soil_barcode14	Run01_soil_barcode15	Run01_soil_barcode16	Run01_soil_barcode17	Run01_soil_barcode18	Run01_soil_barcode19	Run01_soil_barcode20	Run01_soil_barcode21	Run01_soil_barcode22	Run01_soil_barcode23	Run01_soil_barcode24	Run02_soil_barcode01	Run02_soil_barcode02	Run02_soil_barcode03	Run02_soil_barcode04	Run02_soil_barcode05	Run02_soil_barcode06	Run02_soil_barcode07	Run02_soil_barcode08	Run02_soil_barcode09	Run02_soil_barcode10	Run02_soil_barcode11	Run02_soil_barcode12	Run02_soil_barcode13	Run02_soil_barcode14	Run02_soil_barcode15	Run02_soil_barcode16	Run02_soil_barcode17	Run02_soil_barcode18	Run02_soil_barcode19	Run02_soil_barcode20	Run02_soil_barcode21	Run02_soil_barcode22	Run03_swab_barcode01	Run03_swab_barcode02	Run03_swab_barcode03	Run03_swab_barcode04	Run03_swab_barcode05	Run03_swab_barcode06	Run03_swab_barcode07	Run03_swab_barcode08	Run03_swab_barcode09	Run03_swab_barcode10	Run03_swab_barcode11	Run03_swab_barcode12	Run03_swab_barcode13	Run03_swab_barcode14	Run03_swab_barcode15	Run03_swab_barcode16	Run03_swab_barcode17	Run03_swab_barcode18	Run03_swab_barcode19	Run03_swab_barcode20	Run03_swab_barcode21	Run03_swab_barcode22	Run03_swab_barcode23	Run03_swab_barcode24	Run04_swab_barcode01	Run04_swab_barcode02	Run04_swab_barcode03	Run04_swab_barcode04	Run04_swab_barcode05	Run04_swab_barcode06	Run04_swab_barcode07	Run04_swab_barcode08	Run04_swab_barcode09	Run04_swab_barcode10	Run04_swab_barcode11	Run04_swab_barcode12	Run04_swab_barcode13	Run04_swab_barcode14	Run04_swab_barcode15	Run04_swab_barcode16	Run04_swab_barcode17	Run04_swab_barcode18	Run04_swab_barcode19	Run04_swab_barcode20	Run04_swab_barcode21	Run04_swab_barcode22	Run04_swab_barcode23	Run05_fecal_barcode01	Run05_fecal_barcode02	Run05_fecal_barcode03	Run05_fecal_barcode04	Run05_fecal_barcode05	Run05_fecal_barcode06	Run05_fecal_barcode07	Run05_fecal_barcode08	Run05_fecal_barcode09	Run05_fecal_barcode10	Run05_fecal_barcode11	Run05_fecal_barcode12	Run05_fecal_barcode13	Run05_fecal_barcode14	Run05_fecal_barcode15	Run05_fecal_barcode16	Run05_fecal_barcode17	Run05_fecal_barcode18	Run05_fecal_barcode19	Run05_fecal_barcode20	Run06_fecal_barcode01	Run06_fecal_barcode02	Run06_fecal_barcode03	Run06_fecal_barcode04	Run06_fecal_barcode05	Run06_fecal_barcode06	Run06_fecal_barcode07	Run06_fecal_barcode08	Run06_fecal_barcode09	Run06_fecal_barcode10	Run06_fecal_barcode11	Run06_fecal_barcode17	Run06_fecal_barcode18	Run06_fecal_barcode19	Run06_fecal_barcode20	Run06_fecal_barcode21	Run06_fecal_barcode22	Run06_fecal_barcode23	Run06_fecal_barcode24	Run07_fecal_barcode09	Run07_fecal_barcode10	Run07_fecal_barcode11	Run07_fecal_barcode12	Run07_fecal_barcode13	Run07_fecal_barcode14	Run07_fecal_barcode15	Run07_fecal_barcode16	Run07_fecal_barcode17	Run07_fecal_barcode18	Run07_fecal_barcode19	Run07_fecal_barcode20	Run07_fecal_barcode21	Run07_fecal_barcode22	Run07_fecal_barcode23	Run07_fecal_barcode24
Opitutus terrae	76.3140400914087	41.60750644679794	40.55845438815759	96.02197176345068		240.06157764357997	84.73597106426284	36.99999999914628	124.31394497945122	19.999999999999996	88.52977377557642	57.267061460379324		57.37581494669546	116.73069025617735	63.93386380655882	45.05567977631417	69.22972095258687	120.4217600812223	99.72519515979124	22.148076188583193	154.09155401607148	43.57041869653305	36.83625494084343	329.9954805790452	17.29075309370343	100.34219645233354	57.66231780973651	17.99568754218747		12.297784040990534	162.45997705958402		134.34589141257788	14.317517639606402	18.69371046232392	44.20471461533353	45.999999694311036	80.98119179537565	39.57168728545392	32.92263793061274	84.87057078320547	42.556387991452546	24.80611923670249	36.98039666329731																																																																																																							
Oribacterium asaccharolyticum																																																																																																															33.2483914034291				25.100702324606086		38.76171479808579		40.713264210555614				23.001742014289423		27.62731020982962									38.95236305338479									201.45084292052488		22.000128105554463			
Orientia chuto																																																																																	50.075334516253655																																																																			
Orientia tsutsugamushi																																																																							34.0										20.471930779864152																																																																			
Ornithinibacillus californiensis																											10.0																																																																																																																									
Ornithinibacillus salinisoli																																								18.34840870349607																	53.11022130600745					31.802061965829807														280.6789712145367																																																																								
Ornithinimicrobium flavum																																																																																				12.00302160259908																																																																
Ornithinimicrobium panacihumi																																																																																				23.000021358540916																																																																
Ornithinimicrobium sp. AMA3305																																															1.0																																																																																																					
Oryzobacter terrae												17.97405411683714																																																																																																																																								
Oscillatoria nigro-viridis		15.052678281868053	11.001811950748415	18.6129663800981		29.364601495992478			16.27201648775923		65.31788936241122	29.001287921214992			24.848482154011194	61.107031264277296		33.20065318640252		32.17001844504611	69.68767016466711		91.9016498257036	68.727071739632								32.84692068060205			23.88536110667693							25.389450164897298			22.818898350238968																										32.35780978443408		13.056420916779404																																																																											
Oscillatoria sancta																																60.359372805131905			47.43533108429517																																																																																																																	
Oscillibacter ruminantium																																																																																																																																								12.910509463436256												
Oscillibacter sp. PEA192																																																																																														142.06654688541494			43.592546627309495			13.704770184031439	65.33552645198674	12.216112194413133	42.908633987863325	22.330324592147427	98.30065184807785	43.253289960813426		190.8761646984988		22.98950272413013		94.34736545626669		71.79319862688924	17.82608743816945	122.31818484903108	63.998856019479476	54.731102473700616	28.347567176834627	85.7376962335371	50.99866356958625	584.6410133383126	32.43603546671315	226.44612897212932	46.38808084893325		170.45818485966655		48.847157271419846	75.20257026507551	17.16497041767622		10.610353406251598	588.9842332598872	792.6098783474	406.00328490126617	113.88424828560144	38.72924051382697	116.52991678633059	102.2596629689047	46.30918289108654		120.140423408738	273.9321484251141		61.356806980260494	17.533982688267738	176.21458563478234
Oscillibacter valericigenes																																																																							15.240721941344502																							394.9692794737796	810.8755455517605		552.3232320518141	182.89776277725846	199.3778988682186	181.5128520471283	246.48575641482273	266.7483323171241	307.12164597599417	164.72205583160232	271.4289723097399	328.6533394270844	99.72690602423883	621.7544846544163	161.56687426216405	154.2372754532279	89.52729463945732	578.5565011400638		755.7730939748245	83.14134583360266	866.6114367835025	584.9615628013563	569.4158670161012	513.7643721229247	711.9803209470863	568.0508404197533	1334.2641537917978	232.56170249669898	761.3495046713343	162.97761130202463		803.1589649994893	23.335761183741685	573.8728428979438	518.6922787223916	289.6032798281185		250.53297601378844	1711.5411845089416	684.549760006362	2264.1779786433067	1341.5018288502488	500.2196260749717	518.9753990223328	595.4842744180057	417.21474638346274	19.082289324751038	758.1742112396986	1826.358793064601		1018.524855729942	143.2102555351475	1657.1754870622635
Oscillochloris trichoides												19.000003812861827																																																																																																																																								
Ottowia sp. oral taxon 894																																																																																																																																																	41.999999997054296			
Oxalicibacterium flavum																																				27.949909732562595																																																																																																																
Oxalicibacterium horti																			25.01163534795011																	12.317122758474778					22.412084997318242			139.7445868786873	210.6992428225894																																																																																																							
Oxalicibacterium solurbis						18.302607862684237			19.981213008208233		38.537542214893584	18.25142638863836		49.053746166015024					48.956847318449725	15.503300038914528			32.14871521546473	26.323666059661523	16.364587443547688			15.873299757353148	26.88972481544156					17.365342289560832	18.167143696049745	63.21043729032649	17.979951700114256				126.21105885947331	26.011956225480734		191.789505723946	62.03131689024768																																				39.56153545240103																																																																			
Oxalobacter formigenes																																																																																															21.0																									16.0						10.000000000000002								19.0		24.0												
Oxalobacter vibrioformis														88.00008077961759																																																																																																																																						
Paenarthrobacter nitroguajacolicus												28.832034058104806																																																																																																																																								
Paenibacillus aceris		14.08700753669837									31.81084107450172	21.298911496774174			19.315464812321764					30.381025655210124	25.59970039379305	21.98187976807566	22.709352394762703	17.097894403048258	23.54150758483876											14.287118351082766	33.84795968022705	17.717941559385793	22.016801986899157	25.291045831635515		34.05847023829466	48.915043215320864	25.95665696652802	15.445143987015538																																																																																																							
Paenibacillus agarexedens											26.8013441996816														58.586051164347104		44.824490441226004	24.21470533623189						25.241410462558274	15.834969499172836	26.124851690288445	23.94208623450633	29.208109488550487		39.76247850590589				14.749913553025673	24.674552172568657																																																																																																							
Paenibacillus agaridevorans											55.545196157317115				26.141074300836724	19.722743583151612						18.85567196008161			24.47851280978561				72.9997265883643					28.992517268236195				17.158793663384994		32.976474846833824		19.518899267350374	17.541547579482554	20.54742945670691	39.00998498106053																																																																																																							
Paenibacillus albus																																												10.98616436707005																																																																																																								
Paenibacillus alginolyticus	36.62936948626119	12.989005697869306		21.961641015678524		64.46890240314424			49.87511949116891		46.77518293216461			42.2763487844809	68.04478111972416	31.645789805558053	15.884370505746913	24.6945398565004	23.39625947979687	69.23343847105615	43.9142470074444	173.25503149407123	48.64025316023822	36.15992683546874	36.78412119476543			18.794934418566786						22.683389491461178		13.467044071486022		44.744352500583965	39.223531161141736	29.09581650077228	24.69662381912446	168.51415904730746	216.7069334453648	68.08078897552586	22.266320503309974																																																																																																							
Paenibacillus alkaliterrae																									24.985648287542933		20.552085754669093							16.199526854338437	15.615799047457928	15.603821092797734	16.043841461128455	15.184661232650068		12.187994363035966																																																																																																												
Paenibacillus baekrokdamisoli	49.47793735507291	30.00000117578239		42.0		62.00000000534673		43.0	115.00000135492662	38.0	104.22289415089551	38.0	30.0	87.51140230674334			29.0	25.0	44.0	230.0001627874337	265.2952842728675	243.00084097056285	173.33183747041352	205.99999971810144															14.000000070492638		44.0	362.9999910480136	247.9986803042904	164.01383840312553	74.00007556026921																																																																																																							
Paenibacillus camelliae																																								18.91493255474497																																																																																																												
Paenibacillus castaneae		29.5631568689565				26.14744964653081			23.685655479429588		54.10631968098843	18.87424383916665		35.49796583176799	57.18418934598769	21.08278644220642				47.36269246292049	25.135191872004853	31.90575147141529	28.51066173710007	25.737095854008803													26.74698320960108			18.375529448780558		50.22528438311193	44.7886691589455	58.65393271527503	30.96860359088963																																																																																																							
Paenibacillus cellulosilyticus																																								25.000000004330374																																																																																																												
Paenibacillus contaminans																																								28.01121660400147																																																																																																												
Paenibacillus crassostreae																									17.0		26.000000000000004									17.000000000005766	17.99999999997317			34.0																																																																																																												
Paenibacillus edaphicus																																					17.161280155876426																																																																																																															
Paenibacillus endophyticus	19.330310484604894	23.899948160085177		35.5482955500133		19.894478421619308	25.370092184035023	20.820674388458	43.91020817818867		38.41924746795617	23.59205542111715	34.0	55.03939184543255	48.44501968957552	39.02055027723544	18.247377525121134	40.46255864593577	35.56200296823865	27.539213892912358	23.47456669688026	40.3577292763904	56.21140217520303	33.60020041785069												12.426378809085252					40.73474896453807	28.464839237298328	48.51228839611433	71.45848225735523	35.21535496543182																																																																																																							
Paenibacillus frigoriresistens	14.591989278260332	15.99692687783458		12.321598669191305		31.517585668733656		28.58790481141356	24.544451089982644		28.99303068810227	15.145446351837332		22.695730173089462	30.99982137109239		10.214036921403396			35.62800101840028	21.68630431622116	51.70260579141885	22.205222094941643	26.415063328931836	15.332778111949995			18.09520310252059								10.874745389322596		13.149865703662375	10.766647264713864	27.663814986627546		75.94944351138814	65.37614229549311	40.88564177763023	12.735642266474759																																																																																																							
Paenibacillus ginsengarvi		24.50295804146059																									21.0							19.000000000967347		17.0				33.000395996154005																																																																																																												
Paenibacillus granivorans																																									34.019822080245426				40.65268495564522																																																																																																							
Paenibacillus harenae	12.747697484790304											22.723567358915787			107.46198927221135	45.52566674107523		12.518982946113567						17.683285646611395	66.22758364832369		58.47670583887943	53.13720879169375				24.0	39.0	30.553657490107817	31.660866992602898	36.404302937272334	48.94756978589737	28.469769930798783		45.70894884850203		15.430020137641534		33.90176680234744																																29.465525889670747																																																																								
Paenibacillus hordei																																																				20.869689825503173																				825.3833294471748																																																																												
Paenibacillus kobensis																						11.000000000000082																				26.022601764008602	23.000436498244767	20.00000000001984																																																																																																								
Paenibacillus koleovorans								10.0			15.999999999999895											12.0	14.000000000630305						33.0											16.999996967145883		19.999996320581023		14.000009093056887																																																																																																								
Paenibacillus lacus																											18.0							19.012142004037766	13.0	20.000000000001183	23.69665163518076			47.00152538176413																																																																																																												
Paenibacillus lautus																									46.99999755203695		95.0	18.0					23.0	70.0	55.00000000000005	94.0	74.0	26.0		115.00000000000004																																																																																																												
Paenibacillus lentimorbus																																										18.000000003494858																																																																																																										
Paenibacillus lupini	30.97219551264589	35.78754358497334		15.405112702953565				21.101266846158293	15.392173402447613		21.40294550266377	11.424244310978182		17.653943020755605	16.955011181944414		13.026169160206111		17.167580896288367	42.38328112371222		19.150579304131213	17.67237315632347	22.87496657196969																	22.8613811004966	50.189856260371464	62.107436385932495	64.95847829149757	18.360914784137627																																																																																																							
Paenibacillus marchantiophytorum	135.06979480747742	105.67790761123743	16.617027102338408	77.5862732757605		191.8485106039933	39.0	55.819343599629576	133.62815407144302	35.62376291544917	93.64427301356436	64.91652470865378	45.11599730698871	76.28050931083773	184.4266096142624	61.3542099059564	108.10426416100799	86.32135380294979	150.9018112206905	206.29787916861443	94.03461775755821	501.59318875376266	88.87287207037755	109.74331615655619	20.81003135307195			27.95846538771293						45.18446005039518		17.579878711679832	19.01456103450639	52.80915548325199	30.54803758493414	44.36147613605826	57.83376708444397	553.5851041322711	530.8302069180744	199.87695263654385	56.48700860398308																																																																																																							
Paenibacillus mucilaginosus															26.269213198048824										17.822108921289264		39.98648274947652							62.003365452768705	27.999999999999947	57.059660060617645	95.1150344977993	15.00003460152031		35.62641917651411																																																																																																												
Paenibacillus nanensis																																		15.809087745442016		24.97118658513217	53.14887305643232																																																																																																															
Paenibacillus nicotianae																																																				17.13031017449683																				1104.6166705528253																																																																												
Paenibacillus oenotherae																																								23.189218268750228			27.998570802244558																																																																																																									
Paenibacillus pasadenensis	21.731498910872478																																					19.674532578506643	21.134889556318463																																																																																																													
Paenibacillus periandrae																																												14.36435938563704																																																																																																								
Paenibacillus pinihumi								22.542707968414017			21.00501355613211	15.955923924529193		19.495827219027422	21.97854155889183							22.0257233838862																				30.28039110286843	17.856885375469727	15.970187291548116																																																																																																								
Paenibacillus pocheonensis	20.49406607689788	16.23059463654696						18.998473688007394			20.520108676180318			13.650419547158439	22.833353260230236	16.00000028848553	12.000010300089176		12.000002077587256	13.45997056699428	11.234453325433247		17.270463516026698		41.0536313979832		59.0047198756017	27.263292409289473				22.0000000009192	20.0	22.61131693973065		19.895079711615587	57.48312622148053	32.386056922558076		46.69644917310975		26.787094837223158	25.351153736471577	44.17222332836499	19.401533541661227																																																																																																							
Paenibacillus polymyxa								27.0																																23.67026985467228																																																																																																												
Paenibacillus prosopidis	121.29469807323669	90.05557477254673	19.0	91.41553395192116		31.958071926503173	17.90532948861741	45.05274676914068	40.15353347643464		31.743339543369498	44.811842203604336		40.72885330127264	179.3301130370694	51.27583806526571	76.11081277793869	69.89092887513472	137.0693327250323	130.87287311154086	54.82899610446757	34.9323268211811	19.84187966104579	22.94749375622843	26.92953380461553	23.0	24.121040262824074	61.92357746211432						51.86253017875042	18.888364460766336	46.09942915001864	49.29812300767007	14.41277793050176	17.351666018274017	20.560509857888466	17.384047854719913	190.2725702544697	279.70494966559176	149.47955206720076	61.4813855234189																															10.534474110329256																																																																								
Paenibacillus protaetiae															15.975739669026474																																																																																																																																					
Paenibacillus psychroresistens		16.981438417815767									24.99705718733823				25.000000687232966				18.99995333403108	27.000000002634433		20.000000000000227	15.063613351515537	30.00000003090453													15.000112176268347					22.987911481355557	32.000019425509905	20.0																																																																																																								
Paenibacillus qinlingensis	54.23573324939267	62.01855734349556	22.382972897661592	25.130487039369655		125.16500132412868		44.59427790094946	75.00907483870967	43.37623708455085	106.25413166460504	18.639117442734694	19.884002693011293	79.09699755563342	27.110656141468354		29.797318111752528	18.98410634054982	30.701927221925487	143.99952078716515	143.3774679007983	344.46729416533816	130.30178792126864	123.58379927595526	67.65581923516265	21.0	35.9999894248204	55.79600776407688	21.0		13.0	18.9999999990808		85.51746806564533		33.834993122934314	27.558613140051797	45.192593229037534	30.444981931723234	64.06954235315035	70.46960909643155	267.096264347333	303.63896271483145	221.66622751234883	68.66435111025271																																																																																																							
Paenibacillus quercus																						15.427922138665672														13.121839237571812				13.516085609612176				14.000813488206516																																																																																																								
Paenibacillus rhizoryzae																					17.851906491747233		22.536839200145877																																																																																																																													
Paenibacillus sepulcri	26.85497885816801																																																																																																																																																			
Paenibacillus shunpengii																																											20.00748269618859	24.03154350845133																																																																																																								
Paenibacillus silagei																																		45.0																																						51.0																																																																												
Paenibacillus sinopodophylli											25.047805633850093				20.665238612478767				17.80924190427054				11.42163258277881																				15.666922205120224	23.813673308849612	13.628719413989383																																																																																																							
Paenibacillus sp. 32O-W																																																																																								11.0																																																												
Paenibacillus sp. 37				129.0		56.63678371096464					82.571981169552	26.633462766348877			94.93069820748379	63.84107340578175	20.412118585331946	20.0		18.999999999995413					18.003708531612762			25.647620615639127	49.00027341163571							23.965655435828108	30.984064981534342	26.051538790713398	19.0	37.0106940379906		29.134597124225074		44.357588067335435																																																																																																								
Paenibacillus sp. BIHB4019											45.427262123751326																													17.086147665558148				13.320602520172164	52.280303466137674																																																																																																							
Paenibacillus sp. CAA11																																								30.309498920971755																																																																																																												
Paenibacillus sp. DCT19																																						15.948461188415301		14.145591739377904																																																																																																												
Paenibacillus sp. FSL H7-0357																																								32.99390526109867																																																																																																												
Paenibacillus sp. FSL R7-0273																																								18.995675674605717																																18.0																																																																												
Paenibacillus sp. JDR-2	48.646744303008006	26.69374794315704		56.66626556898693			22.724578327347576	29.482604027828994	54.85842946349944		31.465314745185275	30.618123002877468		36.58402772546334	211.86082019064446	70.37241489106566	41.615640536734034	33.12752953281594	49.391841505926536	62.84193953286547	21.56726386706169	34.34429564424852	27.19486469519745	21.15687378739283	39.79267490984277		38.0256777024014	34.72450840505306						30.32915448190764		26.248190497857646	46.35870109367531	28.891355175607252	29.51344442550276	25.851975727532047		47.61709894969387	41.81699440751355	46.11075969200183	25.727488445958056																																																																																																							
Paenibacillus swuensis		36.51563133154113																																																																																																																																																		
Paenibacillus taichungensis																									21.001980673618018																																																																																																																											
Paenibacillus thermoaerophilus																											16.008807950101374																																																																																																																									
Paenibacillus turicensis																																		51.99997484363141																																																																																																																		
Paenibacillus xinjiangensis																																					13.84046323195972																																																																																																															
Paenibacillus xylanexedens						38.36321628903536					114.41033418880149	16.366537242607297			261.0715647569145	11.159685104770277	54.587881414668075		43.00004666596893																							18.865402932237775		48.64241419370711																																																																																																								
Paenibacillus xylanilyticus																									83.9983511537107		46.0	32.444476302194204		15.0		44.0	39.0	93.99999999999693	51.0	65.0343445641719	113.00887730126064	12.000000020871301		64.84381457484176																																																																																																												
Paenibacillus yonginensis																																								24.9080361632792																																											12.0																																																																	
Paeniclostridium sordellii		18.419131956820205													15.266051060884724											25.59786722068348	19.08438938847806										16.50389225062613																																														28.0	47.93078172568842																							14.081917757861097												45.615291823345366								13.350583955261214																	32.823159577013996				
Paenisporosarcina indica	26.000000000110212	32.271390882779215		17.999999999999915				10.00000000000058	51.00000000223275		24.001221711457593	18.000000000166057		38.00000000002599	23.03948112434988		13.0			24.75814393857161		26.000007146486077	13.000003022433535		35.00000000570645		31.00000090802337						12.000000000000002	81.00000114564915		44.99999999999999	41.000000138786646			40.999999165792495	29.00000001172253	68.00130426902292	26.00000003487273	60.05279645673141	19.000025726918572																																																																																																							
Paenisporosarcina macmurdoensis																																																																																	19.0																																																																			
Paludibacter propionicigenes																																																																																																																		29.198947931646376						109.10801771235563																								46.859254724597676				
Paludibaculum fermentans		16.91274949799319		11.993924414059643					13.115670957029804											10.802409476167943			16.86324172791684											20.317092042902868		12.341500487576495	19.240913507767868			15.110205137027695																																																																																																												
Paludicola psychrotolerans																																																																																																																																								44.66183440261242								13.999947789611747				
Paludisphaera borealis									11.446921337952912																10.263255426885268				11.188814996896708					12.01089351294376			11.004139486665187			12.965341320945173																																																																																																												
Panacagrimonas perspica						15.091670211447639	16.209434567393632				18.74976310194688				27.84148172304789						17.17521428291143		25.608527314264503	28.16939479666145		13.0	57.44748177476999					20.489811307267246	16.0		20.615410860901047	24.870072741201767	26.357935101245452			47.596949116805504		42.605161300274695	23.93457143681081		12.24776262647749																																																																																																							
Panacibacter ginsenosidivorans												15.516965717769573																																																																																																																																								
Pandoraea apista																17.0																																																																																																																																				
Pandoraea thiooxydans																	13.10860737392522		37.399753971046096																																																																																																																																	
Pantoea agglomerans						49.0					59.0			32.0	37.0			20.982199558358072		48.0									13.000000000000002					14.0	17.998118209507265	20.0					17.0			208.0000000085573	18.0							32.287072799380624						12.0													96.02056408646908	16.99999195127484							16.2290600027009		19.000000004641628	13.097466557836352		16.16710181375664					88.71797005282694			10.0																																																								
Pantoea ananatis																																															1.0																																				25.0																																																																	
Pantoea rwandensis																																																																										37.00000000292624																																																																										
Pantoea vagans																		16.017800441641928	19.0																													1.0				14.712927200619385										37.99993245950733									48.979435913530885					57.0			10.770939997299102	37.0		55.90253344216364		13.83289818624336					14.282029947173081																																																											
Papillibacter cinnamivorans														214.81573935270882																																																										57.60095830433689																						122.82560639096444			44.70762748181146	65.13293075653326		47.844367022573365	45.60956734847142	48.98648477820589	43.29042258235713	32.824754866198354	32.574653016433786	82.15862246097723	19.61994144762113	69.31642317454039	13.999962663394337	25.36495115758125				207.9147751604	23.575546426476496	791.3936931532271	103.61720487342994	178.01654623874995	211.60411370292599	190.7354415482152	50.74665803809326	288.42994740537176	57.482690004575176	243.93969004429016	17.9171992841041		260.3106019909628		149.1653417480325	76.94863347571507	103.06987604680874		43.21927282133286	299.4966582744847	82.2646475746708	429.2808178872718	104.1057102256705	103.18483616386793	95.99887940556202	82.53294511692147	69.2400404509247		160.23951847129175	510.2691321861128		409.84725933933646	26.28599555453904	1190.5635161875516
Parabacteroides chongii																																																																																																																																							14.01500527689088													
Parabacteroides distasonis																																																																																														71.00017211433367	78.45829320037295				11.765718555706224						15.111731818949304	47.59278423306919		38.89433159136262	17.0					20.46717467801097			37.04896851959174			107.68805798562092		123.99339379073228		12.999914439406293		15.0				20.000011181857733		35.99995775199231		50.992814599804795		63.78096715302671	92.92244796258305	27.931946894373322		44.99999989840619				31.510838184846808				12.0
Parabacteroides johnsonii																																																																																																									46.3434347437317																	25.01015808682462																										
Parabacteroides merdae																																																																																															179.99996036274754														31.000000000000004		12.0																14.0					28.0			16.000000926405825	50.0161293511088				38.00147814000341								
Parabacteroides sp. CT06																																																																																																			16.234281444293778				11.0		137.87487812925315																															11.12052234098639												
Paraburkholderia azotifigens									13.900517009652436					18.17349382822172	19.49043601310675			12.46536903758208	20.197933727989096						14.587763377800314		15.276620378589781								15.798449776469905	13.768852226249294	29.931059212935434	18.960280123534115																																																																																																														
Paraburkholderia caledonica																						38.061027797891846																																																																																																																														
Paraburkholderia ferrariae	21.75888009218673	12.577344439233306				21.427495258374027			33.67798618743755					14.980816823957555	25.017676386241842	18.6733332874288	14.063274468471516	13.946820739656081	29.620676938925115	26.311725011985445					20.528688278597727	18.283666370218228	23.194189727833123					45.331823700106476		59.656914214902656	14.232890922988226		17.147638048450734			36.855841361786354		27.847828937346602																																																																																																										
Paraburkholderia fungorum									13.172184370132825																																																																																																																																											
Paraburkholderia graminis						40.72360576211864		38.0																														14.000000000000455																																																																																																														
Paraburkholderia hospita	43.536699572051496	69.37232173713952	16.091389191343026	52.267151707229864		65.54152449398723	31.46868240591137	32.48911677638937	155.9875695661421		66.52794980112834	72.96083011676691	22.110646384873174	51.55382812488575	79.62810607394366	41.9893739526729	58.16582217057602	45.50274335209996	86.94863609466537	128.43588371662506	29.1648655365374	50.965729980440855	54.11118713706967	40.93162641755379	92.75569402850401	34.532678925407915	72.94946642418776	32.28264082551484			29.146529007504782	23.832815891770306	43.44726557821166	101.83638487270878	25.962751208984628	58.78548494012743	87.18545772551242	46.493464992349644	26.12854737985875	107.25182697284531	42.469946286973546	90.28903716840384	79.60987309786898	52.036284196339906	33.14041405624913																												15.0																																																																											
Paraburkholderia megapolitana									14.337158032008992																									18.04021594442344								11.858501470893016																																																																																																										
Paraburkholderia pallidirosea																																24.589463481882273																																																																																																																				
Paraburkholderia phymatum																									35.82287403454069		18.304871035088834	27.391327137837898						21.149483430014254		12.368032500874545	41.573330756722996	18.913762197722786		26.940120868849498			16.878337256628573																																																																																																									
Paraburkholderia phytofirmans						104.70967278193498																																																																																																																																														
Paraburkholderia sediminicola									12.963206512301072																																																																																																																																											
Paraburkholderia sp. SOS3		21.308050044505073	12.941981555735365			20.55639560784866			40.21017420360342		17.827563669532218	19.717592147273287		30.614585889915336	25.400363565723964		14.208182976170518		21.56908651138164	17.786914014805003		17.777554961880444	26.99818102058449		29.93195910335359		30.7179235602078							28.973958471017408	20.623036585482872	24.92299769559504	31.908442004771636			28.047755781204962		40.86782585768697	28.42135688501851	18.808718417951134																																																																																																								
Paraburkholderia sprentiae																																					13.689813327566045																																																																																																															
Paraburkholderia terrae	24.914870578815638	51.31617711557418	10.8054151969887			20.294822248659557		27.181501382034806	83.2619823356607		27.43076810268536	35.76695005149916		29.92046980323193						48.47742082464681		22.86910790644379	16.886661854044313	25.54423835333198	36.85742069866365	21.4627561328108	18.07435120808631							94.47726861854977	13.896373884593563		19.69324786896245			32.63925878469383	18.30146415808671	27.685672048684783	18.473985175252672	14.069713712420373	14.927613992395706																																																																																																							
Paraburkholderia terricola																											61.193259229494956								38.00000000728579	150.46662723358438																																																																																																																
Paraclostridium bifermentans																									19.009031832792186			20.0												51.00000000000282																																																																																																												
Paracoccus acridae																																																		15.999999999999998																										12.016231420319006																																																																								
Paracoccus alcaliphilus																																																																																			30.05470587820549																																																																	
Paracoccus caeni																																																																																						24.000000000285358																																																														
Paracoccus homiensis																																																		17.979962553572182																																																																																																		
Paracoccus kocurii																																																																												11.999999999985409							11.000000000231397																																																																	
Paracoccus liaowanqingii																																																																							15.999999999999998		50.999992879115574	58.00000019060133																																																																										
Paracoccus lutimaris																																																		49.020037446427814																								20.0								27.0				42.294791428776094						25.15590787984132																																																								
Paracoccus marcusii																																																																							48.80959914816046		47.87533835155558	14.344744459750626											12.6279701582925																																																															
Paracoccus sediminis																																																																							67.35471923190931	15.0							20.95038021715416				38.93725167757182					18.0	25.0																																																											
Paracoccus sp. Arc7-R13																																													37.00000017167642					24.0			12.0					29.0	14.0						13.0		72.0		26.0		658.190400851843	41.0	606.1246687693264	456.65525534964564		54.998009218029225		44.0			236.0	166.00000000000003	172.00804244399123	23.0	13.3720298417075	37.00000000000564			79.0	20.0	44.0	15.0	14.0																																																							
Paracoccus sp. BM15																																																																																						28.705208570932907						22.84409212015868																																																								
Paracoccus speluncae				17.0																									38.000000000000846							12.999999999999998	23.0								15.999999828323586									1.0																	29.6452807680907					45.98575936166638	2.0																																																																							
Paracoccus subflavus																																																																															18.04961978284584																																																																					
Paracraurococcus ruber												50.11316549760468																											16.71887708668007																																																																																																													
