genus	Run01_soil_barcode01	Run01_soil_barcode02	Run01_soil_barcode03	Run01_soil_barcode04	Run01_soil_barcode05	Run01_soil_barcode06	Run01_soil_barcode07	Run01_soil_barcode08	Run01_soil_barcode09	Run01_soil_barcode10	Run01_soil_barcode11	Run01_soil_barcode12	Run01_soil_barcode13	Run01_soil_barcode14	Run01_soil_barcode15	Run01_soil_barcode16	Run01_soil_barcode17	Run01_soil_barcode18	Run01_soil_barcode19	Run01_soil_barcode20	Run01_soil_barcode21	Run01_soil_barcode22	Run01_soil_barcode23	Run01_soil_barcode24	Run02_soil_barcode01	Run02_soil_barcode02	Run02_soil_barcode03	Run02_soil_barcode04	Run02_soil_barcode05	Run02_soil_barcode06	Run02_soil_barcode07	Run02_soil_barcode08	Run02_soil_barcode09	Run02_soil_barcode10	Run02_soil_barcode11	Run02_soil_barcode12	Run02_soil_barcode13	Run02_soil_barcode14	Run02_soil_barcode15	Run02_soil_barcode16	Run02_soil_barcode17	Run02_soil_barcode18	Run02_soil_barcode19	Run02_soil_barcode20	Run02_soil_barcode21	Run02_soil_barcode22	Run03_swab_barcode01	Run03_swab_barcode02	Run03_swab_barcode03	Run03_swab_barcode04	Run03_swab_barcode05	Run03_swab_barcode06	Run03_swab_barcode07	Run03_swab_barcode08	Run03_swab_barcode09	Run03_swab_barcode10	Run03_swab_barcode11	Run03_swab_barcode12	Run03_swab_barcode13	Run03_swab_barcode14	Run03_swab_barcode15	Run03_swab_barcode16	Run03_swab_barcode17	Run03_swab_barcode18	Run03_swab_barcode19	Run03_swab_barcode20	Run03_swab_barcode21	Run03_swab_barcode22	Run03_swab_barcode23	Run03_swab_barcode24	Run04_swab_barcode01	Run04_swab_barcode02	Run04_swab_barcode03	Run04_swab_barcode04	Run04_swab_barcode05	Run04_swab_barcode06	Run04_swab_barcode07	Run04_swab_barcode08	Run04_swab_barcode09	Run04_swab_barcode10	Run04_swab_barcode11	Run04_swab_barcode12	Run04_swab_barcode13	Run04_swab_barcode14	Run04_swab_barcode15	Run04_swab_barcode16	Run04_swab_barcode17	Run04_swab_barcode18	Run04_swab_barcode19	Run04_swab_barcode20	Run04_swab_barcode21	Run04_swab_barcode22	Run04_swab_barcode23	Run05_fecal_barcode01	Run05_fecal_barcode02	Run05_fecal_barcode03	Run05_fecal_barcode04	Run05_fecal_barcode05	Run05_fecal_barcode06	Run05_fecal_barcode07	Run05_fecal_barcode08	Run05_fecal_barcode09	Run05_fecal_barcode10	Run05_fecal_barcode11	Run05_fecal_barcode12	Run05_fecal_barcode13	Run05_fecal_barcode14	Run05_fecal_barcode15	Run05_fecal_barcode16	Run05_fecal_barcode17	Run05_fecal_barcode18	Run05_fecal_barcode19	Run05_fecal_barcode20	Run06_fecal_barcode01	Run06_fecal_barcode02	Run06_fecal_barcode03	Run06_fecal_barcode04	Run06_fecal_barcode05	Run06_fecal_barcode06	Run06_fecal_barcode07	Run06_fecal_barcode08	Run06_fecal_barcode09	Run06_fecal_barcode10	Run06_fecal_barcode11	Run06_fecal_barcode17	Run06_fecal_barcode18	Run06_fecal_barcode19	Run06_fecal_barcode20	Run06_fecal_barcode21	Run06_fecal_barcode22	Run06_fecal_barcode23	Run06_fecal_barcode24	Run07_fecal_barcode09	Run07_fecal_barcode10	Run07_fecal_barcode11	Run07_fecal_barcode12	Run07_fecal_barcode13	Run07_fecal_barcode14	Run07_fecal_barcode15	Run07_fecal_barcode16	Run07_fecal_barcode17	Run07_fecal_barcode18	Run07_fecal_barcode19	Run07_fecal_barcode20	Run07_fecal_barcode21	Run07_fecal_barcode22	Run07_fecal_barcode23	Run07_fecal_barcode24
Blastococcus		14.077796230026765									35.71637295268122	209.73453049533344			23.403861429018853					26.08137962446531																						28.088648326446084																																																																																																										
Blastomonas			41.594477391485135																					10.802388183209338				30.359321327108805			13.991894639041321																																																																																																																					
Blastopirellula																																					21.116305345306433																																																																																																															
Blautia																																																						1.0																	32.0531207494813	132.31552506402713					13.0										79.9999714411073		17.0			11.0		1052.625301654725	474.350054639474	1176.4278030973253	1644.5616227600028	2034.4592587725697	2127.1297015538435	2474.8560314360375	91.22153638831543	1858.2904890730013	1746.6892180441168	458.04419468525487	1273.109082746245	1972.000996269026	385.6638869123523	964.901083831814	3031.0455047620685	848.1061548072099	1143.2080329867692	6884.576016307148	1.0	1072.7481104020733	926.6644101262482	2041.3064539407058	1201.1827559269298	1732.9591507804332	422.2193303025542	1317.217532957142	2849.48428032367	401.0035938694978	868.9702518289399	1178.4594007460255	581.9190595596303	3113.618939891224	365.1726782884744	1326.2942077051039	508.59180060303004	2052.1435050695245	3037.5906634281346	1839.9931049371723	84.8846346777984	2069.8032904493493	1629.0238233972354	4761.957695104381	2620.540926628872	6452.839228191286	3854.721577721137	7214.275198808149	6875.380031225508	5086.516052616289	4532.335822662785	2142.4008642435106		9741.280445214043	14660.454943896684	12909.841897987171
Bordetella		30.756698032584637													11.096593268264868	16.026622025422753									11.002635023379307							18.967894960315483					15.487826491273117																																																																																																															
Bosea				48.727388562757376		43.7380483885495	100.93703955599398				49.92705617078079	224.41308006284567	27.000103815807627		341.2161697728678	203.62858314582493		74.99423954610558			36.0095812959073		102.99203931343004	61.023491947116234			34.98567564687558	117.00101280560119	55.99999786224829					40.01648957342654		67.99506769437025	122.99955087287577			29.056611310174674	19.01154290138355	29.325378325129112		39.14502669485417	179.36287139376847																																															21.0																																																								
Bounagaea																																																																																			19.0																																																																	
Brachybacterium																																															4.0										48.00000000000001					42.000000000000014									52.99999999999999					335.00000000000006						37.0	68.0				14.0	68.0																																																												
Bradyrhizobium	151.99999948757204	146.09198858539128	104.00000000250634	402.6769014366138		463.8858025998313	756.5009964007857	152.41291293959964	261.00028531523765	158.00000000000003	328.19643167431417	779.8975742039711	209.00000028872918	258.9964021440421	779.212145701626	539.6315281414618	56.00000000000039	424.05268416438685	142.01490948575608	223.12874730898375	837.2695337897211	555.7947653011845	2041.8990128524333	1282.3603350009253	211.06868343561217	123.04044447379741	161.99487736308566	764.8997616490246			47.0	78.89147270861213		123.21747565389572	60.00000000000001	125.97697958285144	273.3139979648368	130.9081846706573	260.7248029641693	145.87366987557135	76.00000496797806	314.9653072218467	187.9999838820457	268.61304375800864	685.8876737621355																																																																																									52.94908441621618										164.4074642269432				
Brasilonema												124.55122832751327																																																																	1.000000001858628																																																																							
Brevibacterium																																															2.0							4.000000000000001			98.00000000000001					66.0									26.0					611.9999999999997	16.0			25.0	12.0	49.0	159.0000000000001				17.0	86.00000000000003			25.0																																																									
Brevifollis									16.369333131520868																17.006761715220865		23.225270709596572							18.996366598203245																																																																																																																		
Brevitalea	233.56793521649513	345.0592920031981	167.54746223413503	357.05970625766616	19.0	403.64096106697565	193.9725040321045	215.69828362261873	595.9525365216326	72.06593934599294	352.582207486961	282.66317545480854	55.99647613343096	157.41774479175476	327.1422195197455	189.1691171143428	181.83219249020766	213.61622405016848	638.3311312612013	813.8816950382544	228.18767409744834	510.2442193047869	235.89934973200144	202.2869433185804	170.8186576443223	44.15346450843389	118.60512556523706	480.8845775811513		61.0	72.96460510863766	56.0	90.84512312907542	124.60901574718173	158.26640737569295	129.37461509750818	246.58338072552172	255.1041302796041	163.79997242156492	297.26561248747623	111.14504523496883	811.0029004928281	331.8657390271009	442.89197724408126	219.89943387501773																										79.94464764937995		31.997754847063266				6.999999999999997				25.000000000000004																																																																			
Brevundimonas		33.0		107.00000000000003							467.999938144393	69.99999999999997		38.982431878698385	103.89362714460118	131.00000000020913		47.00000000000001	38.0								12.0	34.03602541868318	112.0000000000001			16.0	19.0	21.00160306614832			81.61064921569796				67.0			162.00000000003106	896.9999999999986					11.0																										18.0					17.999999375121728		95.0	38.0					10.0																																																											
Breznakia																																																																																																13.0																							21.999529763467738								12.999999999999998									17.0	15.0											38.99999999999999
Brochothrix																																																																							110.0																																																																													
Bryobacter									11.9779107040874													24.71184152062998		12.489413417620142								13.03867552695473		14.095844048545402																																																																																																																		
Buchnera																																			19.0	67.99999999696368		807.0																																											41.0									11.0																																																										
Bulleidia																																																																																																																																																14.012309641255975				
Burkholderia				38.99909718205766				23.29053727347437																			396.9296082866184					16.99610067086329			103.29419002978312	71.72896786202902																																			56.0																																																																													
Buttiauxella																													43.58318829940797																																											76.47880506033665																																																			21.00862772947513																									
Butyricicoccus																																																																																														106.83309037818373	153.6182209578319		82.10903061274243	118.04398717547308	167.8321527711621	91.88259229684536	36.999966864366456	139.92827075437896	85.18456359507614	57.988883133010795	47.0	60.97719213626315	13.000003559320355	67.00002982635453	141.44445914080006	55.0	21.0	31.0		132.03862716223858	41.000961515093024	244.80006186544813	222.10854912382263	202.32912845135547	55.83379594397873	142.57134945533966	28.00259388048064	59.82032753546481	64.01116171630537	173.86278325502576	48.000000334993715	66.00000009367591	32.004097057618225	43.216977616823456	57.882591316468094	116.74595975826124	48.42094905799998		22.0	230.99141078252723	296.414144864021	170.53402110826735	240.09924812801688	93.51124442299312	303.1920217233006	320.20723328289125	101.06167451497366	175.06380514033683	251.0236940251987	309.44475674122924		145.7323791058423	311.9128277423225	374.9896141442337
Butyricimonas																																																																																															23.0		27.61669865777976								11.000000000000002									29.794360858787805			26.190414327228805			65.5821659635727							43.00000000000002									269.0436000522788	65.94451759895205	17.999999997640494										
Butyrivibrio																																																																																														924.726042845659		131.00865516707597	720.1573215543071	89.57058027808499		17.00022382261176	19.000560810900904	13.144871646904232		274.2073670950893		132.48904704781916	35.47981716224228	433.99999962349466						833.5938549239136	47.004433501670164	78.00723625346713	760.8223276793948		11.098952598861766	100.11650614357548		152.1990243400392	209.23250874376862	131.79895337596128			73.00041414063536	53.81691261800325	625.4786959556518	928.7571292488514	314.16523999531535			1200.6733266908748	46.78196195784522	51.55519284555895		12.647716364370165			13.309729786968287		581.4759018493015	227.08512747985412		686.8746528423445		3137.1564102946954
Byssovorax	17.43459189879367	20.47026667969281		36.64664121196312		41.59476008984095	19.387232645288176	33.96692083216118	51.48249932231272	22.84486958482227	32.92308279061433	32.46426947672711		41.92946047109098	51.42043915894883	30.2696911926578	18.266779534493008	33.31312518360396	51.944191596740396	51.86961668931187	41.14796009935909	35.551316072424605	76.77763962933838	63.40789016277236	45.74540313144519	22.634588022929613	27.353127415624012	36.12709696492796						18.703755974698765			18.76533393939813		28.700604376429855	24.53116674571341	20.598159615561396	38.97311184391146	32.54256830406023	17.238453209489744	33.30019378402995																																																																																																							
Bythopirellula																											20.00000000699361										25.000787902139066																																																																																																															
Caballeronia								11.709462726525633																								14.159027095152373																																																																																																																				
Caecibacter																																																																																																																																														48.40791020199653						
Caecibacterium																																																																																																																																				31.66790497585777																
Caedimonas				11.106806078040929			13.949383283149777									21.31154394965393								12.891148554231453			23.00000000001336									16.000298856148017	20.0							18.997196929553493																																																																																																								
Caenimonas	75.82470385323491	93.45056029317513	45.27914879735241	165.87527527802843		148.64362181074628	108.21579230807457	46.2272394312234	94.1424005380036	28.50361568874247	85.66342014181834	94.08283668313351	38.457223832810456	109.12486191755173	89.35366903301158	74.18352516892823	80.06016225234795	220.24104442821582	328.83466432148987	89.27694755314405	24.96672396222163	63.792183198942034	53.628195139602546	46.05587089508817	28.94674960725129	44.337707282566434	21.3529690039763		97.85377191755646			25.20306558441536	19.10103412164549	11.562763689279597	15.18894729555676	18.55067548547	35.668340373438475		12.668880180892616		108.09490477043914	109.87014836313192	108.70287444276428	169.24422613515253	59.312277615487815																																																																																																							
Caldanaerobacter	38.12765535748709	42.99790042108718		38.154605418247506		43.5090018021476	28.0017647787532	17.94877340931921	82.94571300929842		39.958467899359995	45.83701364625541		26.005295534489488	34.29273180530149		21.314315418406807	22.099571111797122	31.9509106985787	48.41602464132349	30.999296137776106	41.83422481930437	25.196125982521988	41.95691112478511	19.97481224488697		15.185208470437123	27.993694373259387												27.49466037493497		71.64369675576349	43.07980571761878	26.219005873746664																																																																																																								
Caldilinea												55.98959631683322			35.004578235778176							13.023255411156333			13.013067037676386												29.81283642216039					22.82471950743042																																																																																																										
Caldimicrobium									14.033020622051385																																																																																																																																											
Caldimonas	22.907417083682045	19.966762226825182				21.703533551805386			39.77102565861322		26.445481743187297	36.591598318989426		19.091679626835397	16.125410503542252			24.724731400211827	27.552757685524234	39.89698134614285			18.52867789547261		30.115615619219923			18.77503234324765						14.481976515592132		20.83574650327997	35.227005087076776			38.5676690956156		21.446492179849194	30.35276857724916		14.469030125619776																																																																																																							
Caldovatus						11.998489995434802						27.85869938623734			37.39340065786122			11.999862614795186																																																																																																																																		
Calorithrix									32.93757369241639											15.32583221338592							48.99987023041172							19.000055628748648	18.227179890320986	22.97286696386932	15.000230448428136			22.150089690918072		27.201418251123933	18.003468035367728																																																																																																									
Calothrix	57.19062649818645	92.19250186362686	48.55816261144453			54.5732785201833			71.44787638130535		88.1418105633474	115.98695265916012		72.76346299365613	153.09123488194655	38.657180717597626		182.47853011344574	55.938672670747565	60.525743690384644	45.943837460216635	108.96444796380054	63.06380422020956	19.38354238786356	34.95800662673031				24.0		16.319064712100364	131.7655757541585			29.440734237133004		32.03062138472123					113.48011935665238	32.366927035182876	49.25035791327244										0.9999999714432112																	41.33345162758054					22.710661936618735																																																																								
Campylobacter																																																		29.0								82.0				403.0		180.0		112.0					24.0	49.0				136.0	16.0				587.0				60.0									362.99999999999784			22.0							29.0					63.0			30.0		125.99999999999956	35.0			64.0	584.0000000000634			81.00000000000001					254.99712826506408					1032.0	9402.648161517205	12.0					18.0		56.76909463670161				570.537105325132	16.002295750158012		318.99999973171737
Candidatus Babela				13.0					12.0			17.0								12.0				11.0	16.0		50.0	15.0	31.0		16.0	17.0				38.0	37.0			27.0		20.0	23.0	13.0																																																																																																								
Candidatus Carsonella																																																																																	69.8734303028407																																																																			
Candidatus Endolissoclinum																																															1.0																																		13.964656710772973																																																																			
Candidatus Evansia																																																																																	42.34998846001055																																																																			
Candidatus Fokinia																																																																																	18.831661049840623																																																																			
Candidatus Izimaplasma																																																																																																																							34.99899803483117																	21.92565081782082												
Candidatus Koribacter	45.7071152879176	47.34892858620291	18.380607693848294	28.783702424148817		47.37398150815389	68.16757246280056	38.73179473670761	99.64403510448057	30.225731463284323	48.29032168394806	19.921505104603266		34.01647620681836	29.374775899046373	29.62952406778624	16.885094249819204		35.68053432926933	71.5714625154861	37.20615177488678	103.51680594252716	54.796068590141104	43.610334785234	76.42772499182837		16.62230593006409	58.485575300638196			17.48275264625001	13.304787237580431	14.00876551059776	17.49087922839669			19.218884905915502	61.062155261916885	53.4335640413587	56.60180772859757	15.78894455906358	95.48023460342928	60.65236904106404	60.43773412677603	30.865200288311424																																						19.0																																																																	
Candidatus Kuenenia	23.998723367688985	25.0000000000005		22.9999622358372		28.999997686095554	31.635110473875212		86.31435904416634		19.99519809736764	22.00000000102913			41.92558792484943		29.999999999998394		36.999999999999744	41.94765645210098		24.000002212692397			25.846657868723288		36.00080302761404	26.29385360541236						43.678020817899764	22.000000130647386	32.26797498310366	13.999995765760545			44.700438576721794		49.00312038038572	33.00000000162353	37.16668766463192																																																																																																								
Candidatus Methylopumilus																15.929471994536204		33.0604853022232	16.174653085171453								15.013700103263353		55.82520472679428					16.558277061280695	36.3623170996868	15.594483978031215	52.638500023568724				10.957503880211586				21.82899985953505																																																																																																							
Candidatus Nardonella																																																																																	72.16836174353078																																																																			
Candidatus Nasuia																																																																																	125.78678385349001																																																																			
Candidatus Nucleicultrix																																																																																		21.0																																																																		
Candidatus Paracaedibacter				12.999999946755375							16.0	13.00990329166148							11.998740796007874				14.999989767454894						18.999999204107393								20.999997393045522							42.00016144269457	18.0																																																																																																							
Candidatus Pelagibacter																																																																																	34.25419996156852																																																																			
Candidatus Phytoplasma																																																																																	141.10018602705154																																																																			
Candidatus Saccharimonas												42.76471101194469																									10.99949057672481																																							13.558011317378893																																																																								
Candidatus Solibacter	307.0	367.0872505020084	53.0	180.00607558594035	13.0	325.00000000000284	178.99999999991496	186.0	580.0753500358181	66.0	273.00565713241537	183.0	36.0	232.00000000000003	447.0	207.0	71.0	153.00000136748037	241.0	665.0994745050103	100.82068663799154	561.2881584793704	350.678150942174	273.5105865823798	736.0002825406099	98.0	247.9999961146268	304.0	54.0	27.0	90.0	169.96132447253538	106.0	322.58706390855184	123.0	166.65849951242353	349.7591637137876	278.0	168.0000000000003	533.8897949447701	111.0	498.9997116983358	281.0	242.00000225268928	146.00165614037437									1.0																	34.0					13.0	10.0				24.0		25.0																																																																	
Candidimonas																																		21.0	18.0	35.33232680703678	46.9960138409472																																							19.0																																																																								
Capnocytophaga																																																										83.0								84.99999999999997																			48.000000000000014		13.000000000000002																																																										2680.8947001209945			
Caproiciproducens																																																																								10.680051873797163																									12.015830032184665						21.29359167184232					40.70792032997187						81.97192534716176		17.414910773177656	110.12819073669147	150.70198129071943	132.72330534659892	128.67376120251174		83.57852387492196		118.62031980543347			307.5943836772361						185.91904502529934	105.2371487249128		305.59535058528155	17.34929632678354		22.186229319539112	22.361257518932113			81.18802845938032	438.41600411310094		59.80606720322518		702.1089518721553
Carboxylicivirga																																																																																																																																								28.991067291897544												
Cardiobacterium																																																										49.0																							18.0																																																																32.99999999999999			
Carnobacterium																																																				63.0																			29.0	594.0										11.0																																																																		
Caryophanon																																															1.0																																																																																																					
Casaltella																																																																																																													14.0									11.000020130215676									34.180173508535745						525.0787981800756						22.000000000005766									26.000000000000096
Catabacter														28.159404133827234																																																																											14.0					13.604373053276829		34.077162707172										12.273797249818982		20.161444680881466						22.731071158017283		17.50566184429018	21.745279362452397	93.39107999401458	62.21306404039108	29.49346882376959		42.154937261885244		30.612138131004013			283.4245296922482		16.06664376310522				23.52338859184829	36.111482675656966		134.91255697863969	42.2374689024049		27.25333759991209				41.65207070022819	54.08680972993335		31.77759784756453		43.87730816882018
Catenibacterium																																																																																																18.0	24.0	21.0													21.0			25.0	33.0	14.999999999999998	72.0		10.0	185.0		21.0			18.000000104520762			51.9999765961055		14.0				49.0	99.99999963677529	168.9999997870448	177.9992855032011		184.98041745720016		71.0000000192105		232.00013470055382	79.00011807699343			166.1351376284403	
Catenuloplanes												84.88493516134636			35.85764658287889																											27.070897367582134																																																																																																										
Catonella																																																																		25.0																			12.0																																																												14.999999140626235			
Caulobacter		66.99849681688421	43.00000000000001	70.86622485178167		100.10388574634906	65.99998567496289		67.39539608098636	39.97567724568454	214.7323101567092	123.34435480605848		232.6693223644881	88.82559796416669	58.00565162529245		67.98618440601224	128.00701532267146	102.93603270799603	144.00829828038414	81.74003498541798	361.6793342074064	196.66680821166847	50.684068201169566	56.00552462450712	116.0	287.18856252484954	105.99935378645367			23.0		28.942346829192907		198.99009169142573	171.85857558009644		18.98748044299675	20.00012233645018	48.99999999999575	34.58382804932229	27.904278213235642	134.1530539873169	252.24365402858035																																3.0				659.8373322538366	16.393087608363068																																																																		
Cavicella											40.00240102111616																								16.0		17.033312192295245																	1.0																																																																																														
Cedecea																																																																																																																																											22.026173569430085									
Cellulosilyticum																																								18.0	11.0	30.0																																															13.0							76.29141891326044																																	44.999999999988034																			
Cellvibrio		133.32467909823998	146.13631995796885	114.00007036983351		50.55995058222639			22.11950796682683		184.45832028045444			412.29306801342	21.999997227016603	19.0		99.99999999999999	386.9195486306229	56.0		33.000000000591925				228.5411832639292	258.99999999999943		289.3630135294829	108.0	10.0	139.00003061665348	83.99934221390626	66.21680252896147	81.97519623851719	560.9891701350667	142.22819643551287				177.4424424846201	23.994991178654512	44.00000027477898	370.7870005618776	122.03398954713404																															14.0																																																																								
Cephaloticoccus			12.17825253682671						18.336363763864906					13.498032281386633												33.00600138735797	22.827559467968268							23.634837861491647						21.347674986161675	35.589016606014866																																																																																																											
Cerasibacillus																																								18.079763985044707																																																																																																												
Cetobacterium																																																																																																																																	2417.640449799197																			
Chelatococcus						12.578416516032664						71.32500207253669			130.03445106419662					20.626946113999747																			26.277390539517068																																																																																																													
Chiayiivirga	28.99999833952587	64.90035274021785	16.369011257475865	30.54892635271945		80.46046510593234	75.49822662512304	29.949774035002942	31.623458808320198	23.99929574079258	39.92160805453099	28.999686554186287	22.999998125053505	57.02982515046466	75.2522699826397	104.07112194694186	48.0133337598965	45.040710384762	101.16407175541868	25.234429870120948			24.000000163884398	22.0	31.995766719326127	62.99999999847373	67.85934695111685	37.00809060384036	184.86138555651814	16.0	14.0	33.46931736830214	67.25883235028081	65.63298228726902	67.04730418073902	95.54225988470137	243.77870856993167	41.00000001009115		46.02451889513497	50.34591800173216	48.712129637435005	25.85907625088055	30.000012588742127	41.0262465547776																															10.0																																																																								
Chitinibacter																																		163.43830962338131																																																																																																																		
Chitinimonas	20.19592214075867					30.13332624597645	32.1950411446599	17.069199240196337	38.236377342058475		14.933454573668087	52.71833724178035		46.47315554563612	30.07586993475527				29.084703063249684	32.505691447829776		27.22458661390086			183.92992310130367	42.41577712935085	67.01958370399214	41.454788346886225				52.76822709248776	40.98830428671752	63.37260498614247	38.856784192117566	36.82193990703842	146.93997094831698	63.5355314575027	18.065204131852774	114.09624841712488	35.690954206685845	57.297764305772574																																																																																																										
Chitinophaga	11.00043381217861		36.0			756.9001531758653	123.23445416437858		138.26704341747723	151.0943367184861	252.5417021740467		90.17002049645336	42.999919478085765	58.882030607471215	764.6935352478894	67.42395536710636	439.35820377278867	48.99999692561737	35.00000000000012	208.9836329841613	213.60910208004762	641.0908949076107	687.0576741195031	227.82092088399443	38.31606207190342	24.02828450579493	485.7898649262781	53.41699920458193			143.4961291586339	25.65042234912455	26.995635117042085	20.979771109923888	65.50106812163803	74.50204774144945	56.998207523283966	11.000000000000005		40.521969991628694	52.09276831630482	39.11178506724991	14.0	418.0320902000557																																																																																																							
Chondrocystis																																																						23.0																	37.0							16.0	13.0	40.0	65.0			12.000000000000002																																																																
Chondromyces	68.49464621856983	41.736818916559066		61.60640800068339		177.17606985678975	80.02027416892679	46.20013515101111	142.8851948404336		41.53251104972469	61.68102338764531	16.771289488968552	52.995795324005385	271.5323241760675	48.939911855461794		39.22161182655033	58.27716303283704	68.17818748023367	47.35584655650763	158.2395981834781	62.40789970195216	73.26216714984936	67.34301860192555	44.53831692988697	69.65028781780134	62.15520735969354	70.12880321284236		16.363305847095944	54.24390249253547		172.21740317900617	31.783519406235342	20.623350207015182	89.53368104445096	46.54723289134262	52.75725018450819	124.0623586602001	35.83726376241854	147.9283131463497	76.81063797111253	21.619382351081942	92.55229054845572																																																																																																							
Christensenella														228.8407696919494																																								1.0																		200.0				12.0																		313.86376249541115	22.0	36.92284183694646	79.00004232730454	81.99999999147023		66.0005250126159	101.69110695743277	66.76944973831482	59.00177745311583	19.07942040349938	15.999999999999995	577.1688007047071		348.8385453923657	21.0	19.00133943721188	103.00015291240082			159.24471469921863	58.23525888420616	271.4879002778167	325.97477515268633	500.49323444104755	1168.284821125359	704.6455079350615	85.77020861428416	366.2636207150948	72.00000368352497	90.63312280397216	14.002573242925108		2150.35861843581		173.93844614250867	186.83888604344455	49.710864822642336		358.55962325744235	1021.896136844018	103.09505373779848	2591.262831834787	676.6335245387988	62.004937879279396	133.57069887458408	332.50653805354585	118.00000035413649		350.1743800017557	539.56593862087		619.8748325856984	37.0	810.2372418648978
Chromatocurvus				23.87008645959027					17.247590720424107																		38.10390369742756		18.58647551456347							18.091206328092497	22.39243365392532																																																																																																															
Chroococcidiopsis											44.244848616107575			32.40835750688569		24.263524839926184			31.58850184499639		21.61618004301135		31.496089782818483	16.071223994638675								59.983401946863786			64.06767427354778	28.487700084134183	51.83819959867364							20.426508315393967	12.19032522562028																																																																																																							
Chryseobacterium											111.99999999999997																								21.0	18.0	36.0							114.99999999999997	49.0									2.0							4.0											10.0									12.0					39.0																																																														
Chryseolinea	70.94352361675156	46.64895408813898	19.10986833794769	46.71287714333107		135.83785826093822	69.82781906979469	18.14664146996604	106.15577493780452	23.0	68.42576602713565	90.9385764891613	48.0	32.631302617670485	66.39251393376226	94.19937591700537	24.998469660268512	59.87468929159479	75.54360104046154	33.92730400939244	25.08337440230352	66.25732174350723	81.15105540447085	88.6439474519756	110.27809263686893	51.81583848378999	139.48867751158463	56.07238971091195	34.0047946303924		17.0		36.741398477864024	73.25548918075805	86.86062429708642	233.38359542770183	98.70102874680141	44.4785531680092		41.003168678036594		114.31972589014447	63.157827792731084	29.477396116693214	62.7807129287496																																																																																																							
Chryseomicrobium																																															2.0											62.000035217043774																									21.0																																																																	
Chthoniobacter	51.00000264248416	55.450535922396575	113.87488713380944	75.00000000000806		63.00000000197383	21.00000000027439	37.0	54.031495147311496	16.0	110.00006687526329	485.9009826098439	14.0	47.0000041712886	190.95380042248055	41.0	14.0	37.999999889635184	51.00000000000066	50.99999920981225	35.0	143.15213203148795	108.70459178352623	103.00122585240734	106.0626182480248	20.0	205.91473879589984	77.90344407003727				12.000000000000005		33.002202455574434	30.122160158330328	44.732025441370965	70.98078114397028	40.81942469034104	92.03205543058571	45.01615856117353	18.0	110.61510451025649	31.00000344520812	58.00000000008203	50.71082489721746																										20.0		26.0								10.0																																																																			
Chthonomonas		11.000000000026352		11.056159430652844		23.00015564308477	15.999999999999995		15.00385657297616		19.958591968034483	31.975490457574267		11.945026170374177	26.699167212803825	14.20628874867502			39.0082440997822	26.247197692918558		26.04312093640908	12.999999772593135		19.33033436294389			16.002098656519927									22.00000087503123	12.026351182022598		11.000001546464707		23.65654529241294		13.000746225539135																																																																																																								
Chujaibacter																																																																							12.99995213598492																																																																													
Citrobacter																													95.31196271899054																																										13.220143810896447		3712.183336058211	27.28206109690697												32.09923167221547									443.30781735627113																						70.17043021212912		36.13120063071865						82.99999984199069					32.00000036054033	16.0					77.71906180137165			1994.012582271002								203.10261834734592	
Cloacibacillus																																																																																																																																					18.0															
Cloacibacterium																																																							8.0						2.0																																																																																							
Clostridioides																																																																																																																																																27.44232102162271				12.312898321175014
Clostridium	84.0	129.0		32.0					23.0		33.0			211.00000000000196	22.0	23.0			41.96013865634783	35.0	11.0	110.00000000000001	46.0		112.9942744682946	170.0		54.34483432790225												377.35648558484553	101.0	1153.9999999999993	24.0	47.0	34.0				26.0					1.0				110.99999999999999									15.000000000000002				220.00000000000003		26.0			55.0	1.0				58.00003768409144		82.0	52.0	16.0			56.0	14.0	15.000000000000002	12.0			178.41687889190575	11.0	5049.3919634224	111.36391876170083	497.9889382153429		115.75097350320242	56.978796499025755				33.99999999998872	104.00581747646493	890.987430948203	211.9588066763919	700.3648211717561			302.0026339023914		197.14910022610047	30.99999999999975	1006.5725691523578	320.0903396825484	61.822597233094996	628.1565271564662	221.0912748970446	124.59801733342194	181.09711558157707	88.16961683716376	606.6332642462272	79.26249438921366	1499.2177535581545	1677.2664668042871	145.3177387545831	957.317793108297	81.0334592384684			81.99953059450536	3343.240080725092	101.00685567775683	1248.3571982907251	259.873092964911	67.99999993640833	114.14950250789676	19.970576710052985	178.05785868470855	1973.4042697765835	520.4065127587044	2723.096852615609		110.28246302846291	43.51315026076733	1385.4745891435211
Cnuella						18.482970315005666												11.505271911539124	14.116785441060715																																																						11.218442306762027								17.000000000000004																																																																			
Cobetia			15.043371717928133																							97.56615570960524																																																																																																																										
Cohaesibacter																																																																																	1588.7047715238082	25.38033023313716																																																										18.79667627648594								28.583035422872573
Cohnella	69.0	75.99999999999997		38.99999937839002		102.0			38.94320050869396		67.99986135508837	35.999941597542474		57.94493503492547	118.99999931276707	42.0	65.0	59.000000000119144	66.0	95.999999306766	25.0	246.99915902943715	44.21494541004243	50.000084216972	27.000129543511797		22.0	34.99999666763892	20.0					33.0		21.00148058123732	35.98969951891462			130.17846972258607	41.0	380.00000000005434	407.00073810718504	205.00000010938564																																12.0																																																																								
Coleofasciculus						31.12598154394018																12.9786722934047																				18.7379062165734																																									13.851923513863332																																																																	
